platform_id;device_id;latest_date;today_total_usage;today_avg_usage;yesterday_total_usage;yesterday_avg_usage;weekly_total_usage;weekly_avg_usage;previously_weekly_total_usage;previously_weekly_avg_usage;monthly_total_usage;monthly_avg_usage;previously_monthly_total_usage;previously_monthly_avg_usage;quarter_total_usage;quarter_avg_usage;previously_quarter_total_usage;previously_quarter_avg_usage;yearly_total_usage;yearly_avg_usage;previously_yearly_total_usage;previously_yearly_avg_usage;median_monthly_usage;dod;wow;mom;qoq;yoy;percent_usage;percent_days_count;curret_usage_pattern;today_usage_anomaly_count;monthly_forecast_total;monthly_forecast_avg;today_update_anomaly
6bbc020f-2718-4883-b931-afc37f42c770;46340ded-4622-47ab-b43d-6e8724236849;2024-03-18;0.0;0.0;20.685999999999989;0.074410071942445907;27.836000000000009;0.10747490347490352;;;851.59200000000055;0.17920707070707073;73.13900000000001;0.016450517318938349;1595.2219999999998;0.11227632319819811;;;1595.2219999999998;0.11227632319819811;;;645.37399999999843;-100.0;;1064.3473386291862;;;1.31953255011823;0.58064516129032262;1.9386497181831814;17.0;1797.9709511799197;3.0332658691664074;update
bf58d184-5c4c-47f5-8a16-49d50e10816e;44fdcdca-fc4e-45cc-bacb-23d7a9fe5018;NaT;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.58064516129032262;;;;;update
efd96d75-ad7e-4a2e-8e70-e2835c6856dc;b6d3aca7-7452-4f33-b57c-140a097dc2d3;NaT;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.58064516129032262;;;;;update
13a991f5-a1df-4793-a4fe-c786628abe64;7a35805b-aa0c-48fa-96ed-f1ba6a3679d1;NaT;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.58064516129032262;;;;;update
13a991f5-a1df-4793-a4fe-c786628abe64;acb77a5e-9535-4450-a1e4-609ae499693d;NaT;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.58064516129032262;;;;;update
13a991f5-a1df-4793-a4fe-c786628abe64;be8ebb67-3093-4d7e-9b5d-ef0a0606b2ad;NaT;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.58064516129032262;;;;;update
13a991f5-a1df-4793-a4fe-c786628abe64;494dce00-6956-4d2a-a547-70019dc52084;NaT;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.58064516129032262;;;;;update
13a991f5-a1df-4793-a4fe-c786628abe64;b4178591-bff6-4e5e-b0f8-36305f91322a;NaT;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.58064516129032262;;;;;update
13a991f5-a1df-4793-a4fe-c786628abe64;7b64d18a-0079-47f7-9fe7-b6a5623988ac;NaT;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.58064516129032262;;;;;update
13a991f5-a1df-4793-a4fe-c786628abe64;5a5c3202-74b6-41c8-8235-ed56876cc467;NaT;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.58064516129032262;;;;;update
efd96d75-ad7e-4a2e-8e70-e2835c6856dc;12bf8d2f-f75c-46e2-a091-467ee977af66;NaT;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.58064516129032262;;;;;update
13a991f5-a1df-4793-a4fe-c786628abe64;156ba308-e889-4a0c-a72a-1e7f7b1f7fae;NaT;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.58064516129032262;;;;;update
13a991f5-a1df-4793-a4fe-c786628abe64;f897eeb1-86df-4914-a895-7d54e8a2c3b0;NaT;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.58064516129032262;;;;;update
13a991f5-a1df-4793-a4fe-c786628abe64;01aa40d8-70c7-479f-86c4-f0429382e464;NaT;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.58064516129032262;;;;;update
13a991f5-a1df-4793-a4fe-c786628abe64;11fa3d83-c190-4198-99c2-ea7232b38474;NaT;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.58064516129032262;;;;;update
13a991f5-a1df-4793-a4fe-c786628abe64;23bb1045-7bfe-48cf-8512-7662d413558f;NaT;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.58064516129032262;;;;;update
13a991f5-a1df-4793-a4fe-c786628abe64;60f9e6fe-9b7f-42aa-b8c1-a024a987a8fd;NaT;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.58064516129032262;;;;;update
